50000,3258.783912285176,10745868.353548137,0.011,0.01,l2,0.006,57.40447998046875
50000,3258.8049209870542,10746003.966521764,0.011,0.01,l2,0.011,58.889187812805176
50000,3258.8259180635114,10746139.505325371,0.011,0.01,l2,0.016,40.258074045181274
50000,3258.8469035202606,10746274.969994407,0.011,0.01,l2,0.021,50.77801513671875
50000,3258.8678773630209,10746410.360564353,0.011,0.01,l2,0.026,39.82675099372864
50000,3258.8888395975036,10746545.67707067,0.011,0.01,l2,0.031,40.1188690662384
50000,3258.9097902294238,10746680.919548817,0.011,0.01,l2,0.036,39.82500505447388
50000,3258.9307292644926,10746816.088034237,0.011,0.01,l2,0.041,40.28072381019592
50000,3258.9516567084265,10746951.182562409,0.011,0.01,l2,0.046,39.950268030166626
50000,3258.6634931904819,10744923.545452025,0.011,0.04,l1,0.001,42.508785009384155
50000,3258.6637341496394,10744925.100656208,0.011,0.04,l1,0.006,72.47077298164368
50000,3258.6639751090711,10744926.655862268,0.011,0.04,l1,0.011,40.7541298866272
50000,3258.664216068777,10744928.211070212,0.011,0.04,l1,0.016,40.673651933670044
50000,3258.6644570287572,10744929.766280044,0.011,0.04,l1,0.021,40.87501406669617
50000,3258.6646979890088,10744931.321491737,0.011,0.04,l1,0.026,40.61097502708435
50000,3258.6649389495374,10744932.876705334,0.011,0.04,l1,0.031,40.56443405151367
50000,3258.6651799103379,10744934.431920795,0.011,0.04,l1,0.036,40.930503129959106
50000,3258.6654208714122,10744935.987138141,0.011,0.04,l1,0.041,67.75743412971497
50000,3258.6656618327615,10744937.542357376,0.011,0.04,l1,0.046,42.31600594520569
50000,3258.6676204876012,10744950.200834032,0.011,0.04,l2,0.001,42.75174617767334
50000,3258.6884910340286,10745084.988916218,0.011,0.04,l2,0.006,41.672800064086914
50000,3258.7093500876595,10745219.70363934,0.011,0.04,l2,0.011,41.051499128341675
50000,3258.7301976541444,10745354.345038475,0.011,0.04,l2,0.016,40.95676112174988
50000,3258.7510337391241,10745488.913148651,0.011,0.04,l2,0.021,40.678581953048706
50000,3258.7718583482456,10745623.408004928,0.011,0.04,l2,0.026,76.4944360256195
50000,3258.7926714871537,10745757.829642368,0.011,0.04,l2,0.031,40.29192304611206
50000,3258.8134731614896,10745892.178095995,0.011,0.04,l2,0.036,40.494187116622925
50000,3258.834263376898,10746026.453400876,0.011,0.04,l2,0.041,40.30554699897766
50000,3258.8550421390241,10746160.655592065,0.011,0.04,l2,0.046,41.13399696350098
50000,3258.4773380690399,10743968.9719756,0.011,0.07,l1,0.001,42.90785813331604
50000,3258.4775787983226,10743970.525887387,0.011,0.07,l1,0.006,41.21502208709717
50000,3258.4778195278814,10743972.079801064,0.011,0.07,l1,0.011,72.222736120224
50000,3258.4780602577116,10743973.633716611,0.011,0.07,l1,0.016,41.555139780044556
50000,3258.4783009878147,10743975.187634028,0.011,0.07,l1,0.021,40.878758907318115
50000,3258.4785417181965,10743976.741553362,0.011,0.07,l1,0.026,41.245819091796875
50000,3258.4787824488476,10743978.29547454,0.011,0.07,l1,0.031,41.18190407752991
50000,3258.4790231797751,10743979.849397622,0.011,0.07,l1,0.036,41.03882598876953
50000,3258.4792639109764,10743981.403322581,0.011,0.07,l1,0.041,40.888545989990234
50000,3258.4795046424506,10743982.957249412,0.011,0.07,l1,0.046,54.11743998527527
50000,3258.4814770455882,10743995.683351498,0.011,0.07,l2,0.001,61.97967481613159
50000,3258.5024057603869,10744130.750135912,0.011,0.07,l2,0.006,41.14424800872803
50000,3258.5233229842061,10744265.743603012,0.011,0.07,l2,0.011,41.206981897354126
50000,3258.544228722651,10744400.663787605,0.011,0.07,l2,0.016,41.4775128364563
50000,3258.565122981342,10744535.510724612,0.011,0.07,l2,0.021,60.98563599586487
50000,3258.5860057658824,10744670.284448821,0.011,0.07,l2,0.026,41.10456585884094
50000,3258.6068770818874,10744804.98499511,0.011,0.07,l2,0.031,41.029393911361694
50000,3258.6277369349677,10744939.612398334,0.011,0.07,l2,0.036,40.73373484611511
50000,3258.6485853307358,10745074.16669335,0.011,0.07,l2,0.041,41.09652400016785
50000,3258.6694222747965,10745208.64791498,0.011,0.07,l2,0.046,40.51747798919678
50000,3258.7151499327661,10745549.405796926,0.011,0.1,l1,0.001,41.68788003921509
50000,3258.7153909420531,10745550.961682361,0.011,0.1,l1,0.006,78.1264100074768
50000,3258.7156319516093,10745552.51756965,0.011,0.1,l1,0.011,42.34299302101135
50000,3258.7158729614398,10745554.073458824,0.011,0.1,l1,0.016,41.65728306770325
50000,3258.7161139715454,10745555.629349882,0.011,0.1,l1,0.021,41.69681096076965
50000,3258.7163549819243,10745557.185242824,0.011,0.1,l1,0.026,41.39860701560974
50000,3258.7165959925792,10745558.741137657,0.011,0.1,l1,0.031,41.63075494766235
50000,3258.716837003506,10745560.29703436,0.011,0.1,l1,0.036,41.057562828063965
50000,3258.7170780147062,10745561.852932939,0.011,0.1,l1,0.041,70.46569204330444
50000,3258.7173190261828,10745563.408833418,0.011,0.1,l1,0.046,41.53370022773743
50000,3258.7192677640624,10745575.982854873,0.011,0.1,l2,0.001,41.565123081207275
50000,3258.7400910621873,10745710.380198589,0.011,0.1,l2,0.006,42.45242190361023
50000,3258.7609029186224,10745844.704517275,0.011,0.1,l2,0.011,41.66193389892578
50000,3258.7817033389802,10745978.955845825,0.011,0.1,l2,0.016,41.949060916900635
50000,3258.8024923288667,10746113.134219069,0.011,0.1,l2,0.021,41.60105609893799
50000,3258.8232698938923,10746247.23967189,0.011,0.1,l2,0.026,77.80134582519531
50000,3258.8440360396617,10746381.272239119,0.011,0.1,l2,0.031,40.81010103225708
50000,3258.8647907717864,10746515.231955644,0.011,0.1,l2,0.036,41.524134159088135
50000,3258.8855340958698,10746649.11885629,0.011,0.1,l2,0.041,41.578235149383545
50000,3258.9062660175182,10746782.932975914,0.011,0.1,l2,0.046,41.3234121799469
50000,3258.6778117316799,10745222.394083422,0.011,0.13,l1,0.001,41.88119196891785
50000,3258.678052701006,10745223.949594807,0.011,0.13,l1,0.006,41.88149094581604
50000,3258.6782936706077,10745225.505108075,0.011,0.13,l1,0.011,79.47244906425476
50000,3258.6785346404827,10745227.060623225,0.011,0.13,l1,0.016,42.93582487106323
50000,3258.6787756106314,10745228.616140254,0.011,0.13,l1,0.021,41.67622685432434
50000,3258.6790165810548,10745230.171659172,0.011,0.13,l1,0.026,42.94214200973511
50000,3258.6792575517502,10745231.727179956,0.011,0.13,l1,0.031,41.93827199935913
50000,3258.6794985227207,10745233.282702629,0.011,0.13,l1,0.036,41.730809926986694
50000,3258.6797394939654,10745234.838227188,0.011,0.13,l1,0.041,42.21402907371521
50000,3258.6799804654847,10745236.393753629,0.011,0.13,l1,0.046,71.3814868927002
50000,3258.6819266955272,10745248.9584569,0.011,0.13,l2,0.001,41.88195013999939
50000,3258.7027356313129,10745383.292096328,0.011,0.13,l2,0.006,41.43937110900879
50000,3258.7235331501643,10745517.552864132,0.011,0.13,l2,0.011,41.815598011016846
50000,3258.7443192576793,10745651.740795081,0.011,0.13,l2,0.016,58.75587010383606
50000,3258.7650939594414,10745785.855923876,0.011,0.13,l2,0.021,41.66744112968445
50000,3258.7858572610417,10745919.898285262,0.011,0.13,l2,0.026,42.00524878501892
50000,3258.8066091680639,10746053.867913928,0.011,0.13,l2,0.031,43.27674603462219
50000,3258.8273496860938,10746187.764844587,0.011,0.13,l2,0.036,42.48964500427246
50000,3258.8480788207248,10746321.589111999,0.011,0.13,l2,0.041,42.74086403846741
50000,3258.8687965775343,10746455.340750827,0.011,0.13,l2,0.046,42.09600114822388
50000,3258.6634908857845,10745152.929101905,0.011,0.16,l1,0.001,79.10791492462158
50000,3258.6637318391968,10745154.484530643,0.011,0.16,l1,0.006,41.97270679473877
50000,3258.6639727928805,10745156.039961245,0.011,0.16,l1,0.011,41.97996497154236
50000,3258.6642137468407,10745157.595393743,0.011,0.16,l1,0.016,42.07971501350403
50000,3258.6644547010737,10745159.150828121,0.011,0.16,l1,0.021,42.21039795875549
50000,3258.6646956555796,10745160.706264369,0.011,0.16,l1,0.026,42.21870303153992
50000,3258.6649366103616,10745162.261702508,0.011,0.16,l1,0.031,42.17339515686035
50000,3258.6651775654163,10745163.817142528,0.011,0.16,l1,0.036,73.40575313568115
50000,3258.6654185207431,10745165.372584414,0.011,0.16,l1,0.041,42.43211793899536
50000,3258.6656594763463,10745166.928028194,0.011,0.16,l1,0.046,43.55625820159912
50000,3258.6676099985721,10745179.51945225,0.011,0.16,l2,0.001,42.131004095077515
50000,3258.6884396482574,10745313.982797693,0.011,0.16,l2,0.006,43.048004150390625
50000,3258.709257856231,10745448.373112313,0.011,0.16,l2,0.011,42.42259907722473
50000,3258.7300646281024,10745582.69043095,0.011,0.16,l2,0.016,42.044320821762085
50000,3258.750859969477,10745716.934788443,0.011,0.16,l2,0.021,92.70363402366638
50000,3258.7716438859579,10745851.106219603,0.011,0.16,l2,0.026,42.31780815124512
50000,3258.7924163831499,10745985.204759279,0.011,0.16,l2,0.031,42.29237413406372
50000,3258.8131774666608,10746119.230442313,0.011,0.16,l2,0.036,41.48481106758118
50000,3258.8339271420941,10746253.183303529,0.011,0.16,l2,0.041,42.36320185661316
50000,3258.85466541505,10746387.063377736,0.011,0.16,l2,0.046,42.1200110912323
50000,3258.7130089881716,10745460.789620217,0.011,0.19,l1,0.001,42.41900897026062
50000,3258.7132500000539,10745462.345437642,0.011,0.19,l1,0.006,114.99361491203308
50000,3258.7134910122127,10745463.901256971,0.011,0.19,l1,0.011,43.209518909454346
50000,3258.7137320246466,10745465.457078185,0.011,0.19,l1,0.016,42.69532799720764
50000,3258.7139730373492,10745467.012901243,0.011,0.19,l1,0.021,42.25176286697388
50000,3258.7142140503297,10745468.568726202,0.011,0.19,l1,0.026,42.347070932388306
50000,3258.7144550635844,10745470.124553055,0.011,0.19,l1,0.031,42.55268692970276
50000,3258.7146960771115,10745471.680381779,0.011,0.19,l1,0.036,42.080188035964966
50000,3258.7149370909128,10745473.236212378,0.011,0.19,l1,0.041,76.1489999294281
50000,3258.7151781049888,10745474.792044874,0.011,0.19,l1,0.046,47.544678926467896
50000,3258.7171319116555,10745487.40129653,0.011,0.19,l2,0.001,42.10487699508667
50000,3258.7379806596919,10745621.971583357,0.011,0.19,l2,0.006,42.35729789733887
50000,3258.758817943341,10745756.468710678,0.011,0.19,l2,0.011,42.28993797302246
50000,3258.7796437682227,10745890.892713411,0.011,0.19,l2,0.016,44.76643896102905
50000,3258.8004581399609,10746025.243626503,0.011,0.19,l2,0.021,42.182841062545776
50000,3258.821261064174,10746159.521484843,0.011,0.19,l2,0.026,43.30750799179077
50000,3258.8420525464817,10746293.726323348,0.011,0.19,l2,0.031,42.86041212081909
50000,3258.8628325925047,10746427.858176949,0.011,0.19,l2,0.036,81.99861717224121
50000,3258.8836012078591,10746561.917080533,0.011,0.19,l2,0.041,42.489158153533936
50000,3258.9043583981634,10746695.903069012,0.011,0.19,l2,0.046,42.25530815124512
50000,3229.7427119187246,10559191.245833037,0.021,0.01,l1,0.001,40.19399905204773
50000,3229.7430690827773,10559193.531596452,0.021,0.01,l1,0.006,40.1568341255188
50000,3229.7434262476891,10559195.817365605,0.021,0.01,l1,0.011,40.054726123809814
50000,3229.7437834134644,10559198.10314052,0.021,0.01,l1,0.016,40.39661407470703
50000,3229.7441405801055,10559200.388921218,0.021,0.01,l1,0.021,69.82736301422119
50000,3229.7444977476075,10559202.67470766,0.021,0.01,l1,0.026,40.420658111572266
50000,3229.744854915974,10559204.960499872,0.021,0.01,l1,0.031,40.3117311000824
50000,3229.7452120852017,10559207.246297833,0.021,0.01,l1,0.036,40.07521605491638
50000,3229.7455692552953,10559209.532101575,0.021,0.01,l1,0.041,41.401769161224365
50000,3229.7459264262475,10559211.817911047,0.021,0.01,l1,0.046,40.168209075927734
50000,3229.7539848393981,10559263.391305681,0.021,0.01,l2,0.001,41.08024287223816
50000,3229.8106787848023,10559626.229984224,0.021,0.01,l2,0.006,70.20573592185974
50000,3229.8673263665005,10559988.777946515,0.021,0.01,l2,0.011,39.58514094352722
50000,3229.9239275920404,10560351.035227088,0.021,0.01,l2,0.016,40.24243688583374
50000,3229.9804824691055,10560713.00186133,0.021,0.01,l2,0.021,40.02834606170654
50000,3230.0369910055233,10561074.677885573,0.021,0.01,l2,0.026,39.71634602546692
50000,3230.0934532092533,10561436.063336996,0.021,0.01,l2,0.031,40.20756983757019
50000,3230.1498690884027,10561797.158253726,0.021,0.01,l2,0.036,40.69927906990051
50000,3230.2062386512107,10562157.962674763,0.021,0.01,l2,0.041,74.53453087806702
50000,3230.2625619060518,10562518.476639967,0.021,0.01,l2,0.046,39.94866585731506
50000,3229.5525175750358,10557728.568637028,0.021,0.04,l1,0.001,40.07193303108215
50000,3229.5528742721385,10557730.8506581,0.021,0.04,l1,0.006,40.91090989112854
50000,3229.5532309701057,10557733.132684944,0.021,0.04,l1,0.011,40.650984048843384
50000,3229.5535876689382,10557735.414717557,0.021,0.04,l1,0.016,40.51391911506653
50000,3229.5539443686307,10557737.696755912,0.021,0.04,l1,0.021,42.75312304496765
50000,3229.5543010691886,10557739.978800047,0.021,0.04,l1,0.026,78.49973678588867
50000,3229.5546577706077,10557742.260849928,0.021,0.04,l1,0.031,47.38115191459656
50000,3229.5550144728923,10557744.542905584,0.021,0.04,l1,0.036,46.21865701675415
50000,3229.5553711760358,10557746.824966982,0.021,0.04,l1,0.041,51.39394021034241
50000,3229.5557278800452,10557749.107034149,0.021,0.04,l1,0.046,49.770589113235474
50000,3229.5637074295528,10557800.206334775,0.021,0.04,l2,0.001,40.21428298950195
50000,3229.6199859240778,10558160.504573366,0.021,0.04,l2,0.006,40.8455810546875
50000,3229.6762186330793,10558520.515724311,0.021,0.04,l2,0.011,72.308100938797
50000,3229.7324055642343,10558880.239822827,0.021,0.04,l2,0.016,40.404666900634766
50000,3229.7885467253523,10559239.67690498,0.021,0.04,l2,0.021,40.9592809677124
50000,3229.8446421243834,10559598.82700773,0.021,0.04,l2,0.026,43.58758997917175
50000,3229.9006917694123,10559957.690168926,0.021,0.04,l2,0.031,44.33572697639465
50000,3229.956695668654,10560316.266427262,0.021,0.04,l2,0.036,40.63474798202515
50000,3230.0126538304621,10560674.555822311,0.021,0.04,l2,0.041,40.66912579536438
50000,3230.0685662633196,10561032.558394505,0.021,0.04,l2,0.046,80.96060419082642
50000,3229.2788686683721,10556342.412249392,0.021,0.07,l1,0.001,43.17769002914429
50000,3229.2792246278414,10556344.690282237,0.021,0.07,l1,0.006,41.76066994667053
50000,3229.2795805881733,10556346.968320824,0.021,0.07,l1,0.011,41.01530694961548
50000,3229.2799365493697,10556349.24636519,0.021,0.07,l1,0.016,40.91816306114197
50000,3229.2802925114279,10556351.524415301,0.021,0.07,l1,0.021,41.03016400337219
50000,3229.2806484743496,10556353.80247117,0.021,0.07,l1,0.026,40.82431602478027
50000,3229.2810044381358,10556356.080532813,0.021,0.07,l1,0.031,84.88816499710083
50000,3229.2813604027847,10556358.358600205,0.021,0.07,l1,0.036,66.2666130065918
50000,3229.2817163682967,10556360.636673359,0.021,0.07,l1,0.041,53.65645503997803
50000,3229.2820723346736,10556362.91475229,0.021,0.07,l1,0.046,59.78417491912842
50000,3229.2900787051931,10556414.139830202,0.021,0.07,l2,0.001,44.87132406234741
50000,3229.3464574909704,10556774.884187898,0.021,0.07,l2,0.006,40.66129112243652
50000,3229.4027906862725,10557135.342608446,0.021,0.07,l2,0.011,41.052062034606934
50000,3229.4590782979753,10557495.515122838,0.021,0.07,l2,0.016,72.55496096611023
50000,3229.5153203331092,10557855.401763095,0.021,0.07,l2,0.021,41.70305013656616
50000,3229.5715167988274,10558215.002561999,0.021,0.07,l2,0.026,42.667267084121704
50000,3229.6276677024289,10558574.3175533,0.021,0.07,l2,0.031,40.622007846832275
50000,3229.6837730513475,10558933.346771594,0.021,0.07,l2,0.036,40.64782786369324
50000,3229.7398328531549,10559292.090252379,0.021,0.07,l2,0.041,41.383203983306885
50000,3229.7958471155516,10559650.548031989,0.021,0.07,l2,0.046,41.549991846084595
50000,3229.623284184459,10558617.581390359,0.021,0.1,l1,0.001,82.597825050354
50000,3229.6236410128236,10558619.86540241,0.021,0.1,l1,0.006,41.02103090286255
50000,3229.6239978420526,10558622.149420228,0.021,0.1,l1,0.011,40.971004009246826
50000,3229.6243546721462,10558624.433443818,0.021,0.1,l1,0.016,41.255088090896606
50000,3229.6247115031006,10558626.717473153,0.021,0.1,l1,0.021,41.27882194519043
50000,3229.625068334919,10558629.001508255,0.021,0.1,l1,0.026,41.48969578742981
50000,3229.6254251676019,10558631.285549127,0.021,0.1,l1,0.031,65.99778509140015
50000,3229.6257820011488,10558633.569595758,0.021,0.1,l1,0.036,41.649482011795044
50000,3229.626138835557,10558635.853648145,0.021,0.1,l1,0.041,40.658106088638306
50000,3229.6264956708278,10558638.137706291,0.021,0.1,l1,0.046,41.14068007469177
50000,3229.6344531021064,10558689.05643544,0.021,0.1,l2,0.001,40.39692807197571
50000,3229.6906271556641,10559048.543963082,0.021,0.1,l2,0.006,41.35649013519287
50000,3229.746755610513,10559407.745339323,0.021,0.1,l2,0.011,41.47312593460083
50000,3229.8028384742743,10559766.660600109,0.021,0.1,l2,0.016,79.64538598060608
50000,3229.8588757546941,10560125.28978223,0.021,0.1,l2,0.021,41.871115922927856
50000,3229.9148674596599,10560483.632923361,0.021,0.1,l2,0.026,40.85236406326294
50000,3229.97081359719,10560841.690062042,0.021,0.1,l2,0.031,41.41139006614685
50000,3230.0267141754384,10561199.461237673,0.021,0.1,l2,0.036,41.468464851379395
50000,3230.0825692026865,10561556.946490489,0.021,0.1,l2,0.041,41.51508688926697
50000,3230.1383786873562,10561914.145861622,0.021,0.1,l2,0.046,41.12793803215027
50000,3229.5597403757033,10558083.883546611,0.021,0.13,l1,0.001,73.1380090713501
50000,3229.560097061918,10558086.166287949,0.021,0.13,l1,0.006,41.630146980285645
50000,3229.5604537489953,10558088.449035039,0.021,0.13,l1,0.011,41.90778994560242
50000,3229.5608104369358,10558090.731787901,0.021,0.13,l1,0.016,41.30146408081055
50000,3229.5611671257384,10558093.014546514,0.021,0.13,l1,0.021,41.856502056121826
50000,3229.5615238154041,10558095.297310879,0.021,0.13,l1,0.026,41.54859399795532
50000,3229.5618805059339,10558097.580081016,0.021,0.13,l1,0.031,41.6660361289978
50000,3229.5622371973268,10558099.862856915,0.021,0.13,l1,0.036,72.31334900856018
50000,3229.5625938895832,10558102.145638574,0.021,0.13,l1,0.041,42.69985795021057
50000,3229.5629505827042,10558104.428426003,0.021,0.13,l1,0.046,41.372612953186035
50000,3229.5709008262356,10558155.314480474,0.021,0.13,l2,0.001,42.36656188964844
50000,3229.6270324758834,10558514.580684254,0.021,0.13,l2,0.006,41.590577840805054
50000,3229.6831186497975,10558873.561574273,0.021,0.13,l2,0.011,42.17067503929138
50000,3229.7391593554776,10559232.257185433,0.021,0.13,l2,0.016,41.86320900917053
50000,3229.7951546005652,10559590.667553576,0.021,0.13,l2,0.021,78.97831392288208
50000,3229.8511043928293,10559948.792715339,0.021,0.13,l2,0.026,41.55078101158142
50000,3229.9070087401765,10560306.632708266,0.021,0.13,l2,0.031,41.86365509033203
50000,3229.9628676506468,10560664.187570758,0.021,0.13,l2,0.036,41.09311485290527
50000,3230.0186811324133,10561021.457342075,0.021,0.13,l2,0.041,41.56081795692444
50000,3230.0744491937721,10561378.442062274,0.021,0.13,l2,0.046,41.56813597679138
50000,3229.5425769197518,10558009.001339559,0.021,0.16,l1,0.001,41.88019800186157
50000,3229.542933563981,10558011.283890991,0.021,0.16,l1,0.006,72.12012505531311
50000,3229.5432902090729,10558013.566448176,0.021,0.16,l1,0.011,47.718640089035034
50000,3229.5436468550279,10558015.849011123,0.021,0.16,l1,0.016,43.69695711135864
50000,3229.5440035018464,10558018.131579841,0.021,0.16,l1,0.021,58.32800507545471
50000,3229.5443601495308,10558020.41415433,0.021,0.16,l1,0.026,50.062057971954346
50000,3229.5447167980756,10558022.696734564,0.021,0.16,l1,0.031,44.06317400932312
50000,3229.5450734474853,10558024.979320567,0.021,0.16,l1,0.036,46.26450514793396
50000,3229.5454300977576,10558027.261912329,0.021,0.16,l1,0.041,44.5211980342865
50000,3229.5457867488926,10558029.544509852,0.021,0.16,l1,0.046,45.8838369846344
50000,3229.5537464634172,10558080.489851659,0.021,0.16,l2,0.001,46.96967601776123
50000,3229.6099234809003,10558440.043389676,0.021,0.16,l2,0.006,81.53878903388977
50000,3229.6660549295511,10558799.311002057,0.021,0.16,l2,0.011,43.476709842681885
50000,3229.7221408168989,10559158.292723974,0.021,0.16,l2,0.016,45.19259810447693
50000,3229.7781811506138,10559516.988591474,0.021,0.16,l2,0.021,45.559951066970825
50000,3229.8341759384939,10559875.398641456,0.021,0.16,l2,0.026,44.77751302719116
50000,3229.8901251884708,10560233.522911675,0.021,0.16,l2,0.031,45.54427695274353
50000,3229.9460289086219,10560591.361440817,0.021,0.16,l2,0.036,42.228435039520264
50000,3230.001887107142,10560948.914268345,0.021,0.16,l2,0.041,81.5996961593628
50000,3230.0576997923658,10561306.181434611,0.021,0.16,l2,0.046,42.135730028152466
50000,3229.6250749849319,10558513.328237105,0.021,0.19,l1,0.001,42.2248420715332
50000,3229.6254318398837,10558515.612138215,0.021,0.19,l1,0.006,42.45542311668396
50000,3229.6257886957019,10558517.896045102,0.021,0.19,l1,0.011,41.887107133865356
50000,3229.6261455523836,10558520.179957759,0.021,0.19,l1,0.016,42.87035512924194
50000,3229.6265024099266,10558522.463876154,0.021,0.19,l1,0.021,42.28523087501526
50000,3229.6268592683305,10558524.747800302,0.021,0.19,l1,0.026,91.13382601737976
50000,3229.6272161276015,10558527.031730238,0.021,0.19,l1,0.031,43.304851055145264
50000,3229.6275729877352,10558529.315665934,0.021,0.19,l1,0.036,41.8552770614624
50000,3229.6279298487302,10558531.599607375,0.021,0.19,l1,0.041,42.51163697242737
50000,3229.6282867105883,10558533.883554574,0.021,0.19,l1,0.046,41.56965517997742
50000,3229.6362575465118,10558584.891552795,0.021,0.19,l2,0.001,42.24486303329468
50000,3229.6924997904089,10558944.820033062,0.021,0.19,l2,0.006,42.17041897773743
50000,3229.7486963423953,10559304.461879104,0.021,0.19,l2,0.011,73.23034882545471
50000,3229.8048472100763,10559663.817126514,0.021,0.19,l2,0.016,41.861923933029175
50000,3229.8609524012018,10560022.885811806,0.021,0.19,l2,0.021,42.59074902534485
50000,3229.9170119236464,10560381.6679723,0.021,0.19,l2,0.026,42.01498007774353
50000,3229.9730257854221,10560740.163646221,0.021,0.19,l2,0.031,42.030109167099
50000,3230.0289939946811,10561098.372872675,0.021,0.19,l2,0.036,43.624051094055176
50000,3230.0849165597051,10561456.295691621,0.021,0.19,l2,0.041,51.20639681816101
50000,3230.1407934889003,10561813.932143819,0.021,0.19,l2,0.046,84.0504219532013
50000,3209.6015811771294,10430640.059085529,0.031,0.01,l1,0.001,49.292256116867065
50000,3209.6019915806514,10430642.670700373,0.031,0.01,l1,0.006,47.034074783325195
50000,3209.6024019857964,10430645.282325832,0.031,0.01,l1,0.011,45.23857402801514
50000,3209.6028123925616,10430647.893961895,0.031,0.01,l1,0.016,46.85784101486206
50000,3209.6032228009499,10430650.505608575,0.031,0.01,l1,0.021,46.74293899536133
50000,3209.6036332109552,10430653.117265835,0.031,0.01,l1,0.026,54.39318490028381
50000,3209.6040436225826,10430655.728933709,0.031,0.01,l1,0.031,53.97085690498352
50000,3209.604454035833,10430658.340612201,0.031,0.01,l1,0.036,63.60745310783386
50000,3209.6048644507014,10430660.952301277,0.031,0.01,l1,0.041,78.7204749584198
50000,3209.6052748671909,10430663.56400096,0.031,0.01,l1,0.046,52.47596597671509
50000,3209.6198339025218,10430756.222658636,0.031,0.01,l2,0.001,47.03270196914673
50000,3209.7114636595438,10431339.378943678,0.031,0.01,l2,0.006,51.951570987701416
50000,3209.8030195077181,10431922.079123404,0.031,0.01,l2,0.011,48.525020122528076
50000,3209.8945012828012,10432504.322127935,0.031,0.01,l2,0.016,52.97219395637512
50000,3209.9859088221319,10433086.10689727,0.031,0.01,l2,0.021,49.172280073165894
50000,3210.07724196461,10433667.432381179,0.031,0.01,l2,0.026,80.67241787910461
50000,3210.1685005506943,10434248.297539176,0.031,0.01,l2,0.031,40.53850698471069
50000,3210.2596844223863,10434828.701340431,0.031,0.01,l2,0.036,44.71462392807007
50000,3210.3507934232293,10435408.642763771,0.031,0.01,l2,0.041,40.57649111747742
50000,3210.4418273983006,10435988.120797614,0.031,0.01,l2,0.046,43.84091114997864
50000,3209.329658248053,10428633.659644371,0.031,0.04,l1,0.001,41.438369035720825
50000,3209.3300675525052,10428636.262862567,0.031,0.04,l1,0.006,44.527507066726685
50000,3209.3304768585813,10428638.866091376,0.031,0.04,l1,0.011,72.08019208908081
50000,3209.3308861662772,10428641.469330788,0.031,0.04,l1,0.016,44.17021989822388
50000,3209.3312954755938,10428644.072580796,0.031,0.04,l1,0.021,41.48420190811157
50000,3209.3317047865326,10428646.675841425,0.031,0.04,l1,0.026,44.67149305343628
50000,3209.3321140990934,10428649.279112663,0.031,0.04,l1,0.031,40.80333590507507
50000,3209.3325234132735,10428651.882394485,0.031,0.04,l1,0.036,41.86226487159729
50000,3209.3329327290767,10428654.485686926,0.031,0.04,l1,0.041,40.173099994659424
50000,3209.3333420464978,10428657.088989964,0.031,0.04,l1,0.046,74.37926197052002
50000,3209.3477630595885,10428748.894893352,0.031,0.04,l2,0.001,39.680378913879395
50000,3209.4386528498262,10429327.405831736,0.031,0.04,l2,0.006,39.92246413230896
50000,3209.5294699028245,10429905.46846183,0.031,0.04,l2,0.011,39.77369213104248
50000,3209.6202140574828,10430483.081730833,0.031,0.04,l2,0.016,40.133424043655396
50000,3209.7108851542421,10431060.244595567,0.031,0.04,l2,0.021,39.61642289161682
50000,3209.8014830350689,10431636.956022436,0.031,0.04,l2,0.026,40.16748595237732
50000,3209.8920075434503,10432213.214987371,0.031,0.04,l2,0.031,70.42519283294678
50000,3209.982458524385,10432789.020475779,0.031,0.04,l2,0.036,42.20062208175659
50000,3210.0728358243696,10433364.371482451,0.031,0.04,l2,0.041,39.9796199798584
50000,3210.1631392914001,10433939.267011587,0.031,0.04,l2,0.046,40.0168879032135
50000,3209.0204960616766,10427080.544795593,0.031,0.07,l1,0.001,40.650394916534424
50000,3209.0209039644146,10427083.140640426,0.031,0.07,l1,0.006,40.604125022888184
50000,3209.0213118687725,10427085.736495858,0.031,0.07,l1,0.011,43.76660895347595
50000,3209.0217197747547,10427088.33236191,0.031,0.07,l1,0.016,43.294511795043945
50000,3209.0221276823577,10427090.928238554,0.031,0.07,l1,0.021,84.70833897590637
50000,3209.0225355915818,10427093.5241258,0.031,0.07,l1,0.026,46.00975298881531
50000,3209.0229435024271,10427096.120023649,0.031,0.07,l1,0.031,41.904016971588135
50000,3209.0233514148963,10427098.715932112,0.031,0.07,l1,0.036,44.85236597061157
50000,3209.0237593289849,10427101.311851166,0.031,0.07,l1,0.041,41.6085250377655
50000,3209.0241672446973,10427103.907780837,0.031,0.07,l1,0.046,44.69695210456848
50000,3209.0386092855283,10427195.801691147,0.031,0.07,l2,0.001,43.087788820266724
50000,3209.1295403514109,10427774.416774686,0.031,0.07,l2,0.006,71.30951595306396
50000,3209.2203997028091,10428352.589008471,0.031,0.07,l2,0.011,42.41541600227356
50000,3209.3111871738165,10428930.317315826,0.031,0.07,l2,0.016,45.59243178367615
50000,3209.4019026000783,10429507.600629758,0.031,0.07,l2,0.021,41.32528591156006
50000,3209.4925458187913,10430084.437892998,0.031,0.07,l2,0.026,45.04192590713501
50000,3209.5831166686817,10430660.828057807,0.031,0.07,l2,0.031,42.101014852523804
